"caminho","bytes","classificacao","justificativa","sha256"
"claude-cookbooks-main/capabilities/summarization/data/sample-lease6-summary.txt","2003","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","b6eda2c870fb95053471f5d3d188007c06157d68715f4c141e928bdaa999459a"
"claude-cookbooks-main/capabilities/summarization/data/sample-lease7.txt","47449","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","849025581df38a49a7013af87117a42729f2c1d712a323a8b44f748b77b2695b"
"claude-cookbooks-main/capabilities/summarization/data/sample-lease7-summary.txt","2188","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","558846ba6fea3ab01bd3a601c323d76bda871035c256c3d14f081375cc17a3fc"
"claude-cookbooks-main/capabilities/summarization/data/sample-lease8.txt","26076","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","45184359d23e1c5007bc37156b0e5f1f72dc1c8226271991b004c60c4ac73117"
"claude-cookbooks-main/capabilities/summarization/data/sample-lease8-summary.txt","1827","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","ace2eb9cf76617095c31fda265a78f8e8fb9b0da0649726412816a3c6384e1f3"
"claude-cookbooks-main/capabilities/summarization/data/sample-lease9.txt","48694","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","3141d836779bd7dea8b1d581d4aecf8dcb970dcb86589cdaa3e19375cd2a4538"
"claude-cookbooks-main/capabilities/summarization/data/sample-lease9-summary.txt","2490","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","9fb4717ed78bc359e0e73a5cf4271a229f13fb66083dea35cab2b3ed57dc28e6"
"claude-cookbooks-main/capabilities/summarization/evaluation/custom_evals/bleu_eval.py","2180","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","e93d230b8205c4a1626ff7456db50b56ca126408c6362360d735e81f17308d64"
"claude-cookbooks-main/capabilities/summarization/evaluation/custom_evals/llm_eval.py","2924","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","654b76a6f986b8fc822ef2f6a47452cebebc3374b5aefdfaaf391ca15b2377dc"
"claude-cookbooks-main/capabilities/summarization/evaluation/custom_evals/rouge_eval.py","1208","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","163d5bc411af5410776e976aeb7939f59cd27874e18e92bfc186fed7c6a452af"
"claude-cookbooks-main/capabilities/summarization/evaluation/promptfooconfig.yaml","691","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","c5a35589523ddbca254a10714919ba39162302a10451cb129853cf867df23549"
"claude-cookbooks-main/capabilities/summarization/evaluation/prompts.py","1995","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","efdbba20259e243d302458cdb127b2a85cc7d9805c4b0a8c8924949225ae318b"
"claude-cookbooks-main/capabilities/summarization/evaluation/README.md","3388","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","c7eceba55eecd935e77971f6467158913f49277ff0d22cfcf96318b1778f420a"
"claude-cookbooks-main/capabilities/summarization/evaluation/tests.yaml","4786","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","065b976ba69bddf4dd2252026a0665d219e69641a04fe702c850a16c5e25c29e"
"claude-cookbooks-main/capabilities/summarization/guide.ipynb","186738","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f2b33991af700d790b2160f6b0fcdc84aba2063b74d5d8d02a0fa1193379a9f0"
"claude-cookbooks-main/capabilities/summarization/README.md","353","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","cad4911257db7d5fcd4cfef852c0a39b648753605d1bf21345da5e357f330828"
"claude-cookbooks-main/capabilities/text_to_sql/data/data.db","24576","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","47ce25046e803a612d7c3f9de493592e4dc5849a8a921a4d845a23d90d689460"
"claude-cookbooks-main/capabilities/text_to_sql/data/results.csv","41311","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","432cbe751958df99b370b73165da8228ae47b48c00afc03796cb4421a2adfe07"
"claude-cookbooks-main/capabilities/text_to_sql/data/vector_db.pkl","818558","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","44679d615fc3808c574eabd65291da380b43161b7f6cba033105866c12bb17f0"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/promptfooconfig.yaml","3587","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","fcff4943f03b8e3c9dfd2eba5514904f7c9bfbe1cd64bbce3c792291f158179f"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/prompts.py","7376","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f3a9a236c30ebe190e8585b8b81bf19c619955e93ab8b42a6e393af770b53d33"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/README.md","2423","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","93b888642daaa7cf17434b9843afa9f3138c8e5cceeb25957f0e5d47e453ea73"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/tests/test_above_average_salary.py","691","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","752ce1895d4f9bcab31ad93f7ed359d8467900de40da0415a59962e888349fcc"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/tests/test_average_salary.py","687","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f664b61447199073a0c8dcf786a55c1abe8a22dc85239f860d3a9323b7dc7491"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/tests/test_budget_allocation.py","1092","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","2122a81eb29718a4a7db602a8fc7643aeed267bb537bc725d8a5bcbbfa315832"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/tests/test_employee_count.py","711","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","d957f072749ada795ec22c7498e517a0264ff71c8093027bc39c3d0a433c4ee6"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/tests/test_employee_details.py","1014","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","12790f306c18524a05eb346c09d72c0e3c78ad84e174578ea5773a66992133f9"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/tests/test_hierarchical_query.py","998","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","ef6f206f264d2d4f8cf4af768c6c3c463698d6a046f51bd851ba89ca476705af"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/tests/test_simple_query.py","437","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","59a7d540ada47e6959f1a968260cb586ecac66ab644d5ff72974f9e0e9e3ae96"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/tests/utils.py","365","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","7b191b4aa80dd63ce1176c3ea9af26f28ddccbb7c256874c0ce86826aa254c77"
"claude-cookbooks-main/capabilities/text_to_sql/evaluation/vectordb.py","2099","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","b216e9c7ed27de0eb4874fa09db275db48e69a21ed1b7f7f505fc2a8b441aac5"
"claude-cookbooks-main/capabilities/text_to_sql/guide.ipynb","2984796","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","a734cf4ddaecdda42fd3efa03029d035c79ecc09d7c1562212b616f7431ef748"
"claude-cookbooks-main/capabilities/text_to_sql/README.md","357","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","598f825519024447f4862431f57905b61406eddb7f00db1ffb28b6a2277b9149"
"claude-cookbooks-main/CLAUDE.md","3460","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","53181d9efecfe1e676d7cbd8120b69ce725dbe0bfebe330d804c18579b9f3b1c"
"claude-cookbooks-main/claude_agent_sdk/.env.example","582","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","66bee76234b59ef85b5a8c1eb68fbf98fd697b53d6b20ffbec7b3f47195a12f3"
"claude-cookbooks-main/claude_agent_sdk/.gitignore","334","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","723e458ae05366daea4368ec3b76e750313ad246aa9e3a11a631a30dd7ca9cfe"
"claude-cookbooks-main/claude_agent_sdk/00_The_one_liner_research_agent.ipynb","70645","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","9b6565e1902556e87944ff374efc50007f8867c5b425efca95fb689bca13f744"
"claude-cookbooks-main/claude_agent_sdk/01_The_chief_of_staff_agent.ipynb","115399","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","97ca3e711d8ec94790cde6a59cb3c524ba401e456982d206a44004e892b446b8"
"claude-cookbooks-main/claude_agent_sdk/02_The_observability_agent.ipynb","70190","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","338a986388c9f3e75f1946f0899da6b2d7fea423380aecc3853f3c15c5496778"
"claude-cookbooks-main/claude_agent_sdk/03_The_site_reliability_agent.ipynb","597070","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","c7fc4abe9b5201ea8b219da0763fe0834bc8759751462c2c28c4e34519211e0b"
"claude-cookbooks-main/claude_agent_sdk/04_migrating_from_openai_agents_sdk.ipynb","39171","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","5309710c2e393716039028047943249473b9cd6af0e64ff96451789ed3c2210c"
"claude-cookbooks-main/claude_agent_sdk/05_Building_a_session_browser.ipynb","21585","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","d9afcabff6dbdb6596eeb9f33fefab3d637c9b2d99911fa56e712260706be6f5"
"claude-cookbooks-main/claude_agent_sdk/06_The_vulnerability_detection_agent.ipynb","50322","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","74fca4f72eda1001ec23d0f8a35014f6fb5878a611e2bb15d52b656eeb28e7e0"
"claude-cookbooks-main/claude_agent_sdk/07_Hosting_the_agent.ipynb","69243","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","91ce81911295e75b01c5ea220c64e2e9687de6155b4d26e40c191a5da3719052"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/.claude/agents/financial-analyst.md","3242","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f2d2177add3615ea716fa5cd6986523f524ffe0d313b7e84bb7787fde750dd31"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/.claude/agents/recruiter.md","3455","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","91fd289374669706a4cde300e7e55dd43ec95cfcdf6c95df5c55d284873b3e4e"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/.claude/commands/budget-impact.md","516","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","c752c380dfc519a30e188879a1dbc54eab9fd318d42214f4c894915950fab448"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/.claude/commands/slash-command-test.md","137","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","6fddcfcf7ca5b5e87bf16012ceb63245f94d89a6d13049fd3a4cc247d4757874"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/.claude/commands/strategic-brief.md","962","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","9e8b9cf18e5dfdc1d8ae813538c846e5bf68bb19e0e12fcaf875db9f540bb383"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/.claude/commands/talent-scan.md","588","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","cd1dbf8b14575a374f6c81e1f463e530602e2653552b8973ae16b81a423930f3"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/.claude/hooks/report-tracker.py","2763","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","116251638a1830825d1c89201b9d231c9f5e6aff749b6a73de97560d1a0f628a"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/.claude/hooks/script-usage-logger.py","2999","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","ba0d7ae6fbc672db950ffbde65f8b9cf9c5907b15f7d24da0426fe3afc3ed4d7"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/.claude/output-styles/executive.md","1451","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","823d98d8f1982707f7e6eae45f7cd7e5e8ca0b5f73866b0cb038d6a518f29846"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/.claude/output-styles/technical.md","2770","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","7d9a5c4b5db29c48bb9279a17866427091d35343871bbd1066486f423a112b09"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/.claude/settings.local.json","800","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","6fce8834dd0ee74471042855cc2da1f27183384b90b3b459d67e1bf55dc0ea5d"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/agent.py","4709","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","724798a0fdc324c6ea3068ac8ad8dbb96cf0c7722957942c7046408c2c3065b6"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/audit/report_history.json","1250","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","0b470c98449cae1ee835c65c067a18569eca52a098a0ee415b2efe622394db99"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/audit/script_usage_log.json","1919","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","9286f281a542e5ba0f45084d08464a7305994ae0a0e1838b2d4e4c0d7339e749"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/CLAUDE.md","3066","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","5b9198d11f644a934366f566409cef55d43ce6a83f9a036df931648e1d3ec6e9"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/financial_data/burn_rate.csv","234","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","462255266b2ee10a261922f534c18c7937f03f328a9719eaa2c153ad775c8566"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/financial_data/hiring_costs.csv","702","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f5dbf6f06039182c8232be3fec87bedf20bd4002eb3d9f8f71d5f711b31d1542"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/financial_data/revenue_forecast.json","1208","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","6b9e5d929f2a7e09f2898f38603294ed0cc5c4d2ef00d86a46f33b0cdce4b860"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/flow_diagram.md","1506","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","bc49b80ea12d69940d564cb7d6a91233d3fa11d3167b060fd15686a54f455b6b"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/output_reports/hiring_decision.md","12353","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","99282d931cc61a4011d08a8209c47765d1a7c6df9a6c10b53c841cb29de0880a"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/output_reports/Q2_2024_Financial_Forecast.md","3095","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","38ac3b7a2fa71b4cb36d6cff963f31eeb3d61dc6b9a9c71f0b25931acac09f07"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/scripts/decision_matrix.py","8849","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","34d3ca6d92916527bc013b646296433dbd07b1bd8ccf769e180ede825212ea9e"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/scripts/financial_forecast.py","4743","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","0c94e155398e828b22e525ca2a1bd82c14007202c1d43659d7d21e79f30ec166"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/scripts/hiring_impact.py","3536","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","fff42694bae72fe59b4f1719cc4b8953f0dd8bda0a40b5e05b27cab19c935f88"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/scripts/simple_calculation.py","1088","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","3a58e2bd135a10e6f783f5feeebe9978e553cd117b8b5c021206a6a74b3a95d1"
"claude-cookbooks-main/claude_agent_sdk/chief_of_staff_agent/scripts/talent_scorer.py","5989","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","cab1286bf6c08defaf46920cf6334db8775edd10a9bb3fc5382ddbb382d6d9a7"
"claude-cookbooks-main/claude_agent_sdk/hosting/.env.example","293","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f0a29205f6c705896d39c61b7c3f44474d7fa7765081059278909341ef5328bf"
"claude-cookbooks-main/claude_agent_sdk/hosting/.gitignore","22","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","a586ffdbb29ae403db87891783d9f67e7e87c6b7a77e71f4fccde383d6ead155"
"claude-cookbooks-main/claude_agent_sdk/hosting/docker/docker-compose.yml","638","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","b4cc565a532e08fe24688c982283f43bd9bc2ef8dd4297e905f61a08de46507d"
"claude-cookbooks-main/claude_agent_sdk/hosting/docker/README.md","1253","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","44a8d6fe35a0464a5a30b8e53d45760ce1029a8d45abd5a7cdc1e2ae92d5864d"
"claude-cookbooks-main/claude_agent_sdk/hosting/Dockerfile","1834","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","dd4e7079518bdcf6f95d94d0c18d616c3bd3ba2d7a5ab8f5c34fb6e8d11c8fb3"
"claude-cookbooks-main/claude_agent_sdk/hosting/Dockerfile.dockerignore","374","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","1ee9feeba9ff7fef012f8fdd349530b2a883e745975389597248a49e8a15b847"
"claude-cookbooks-main/claude_agent_sdk/hosting/entrypoint.sh","394","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","097f95e22091a99be3bc7a8edc55b233762ee4c8ae509092097a59d1f06e2b84"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/.gitignore","69","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","621d034bcb98d4ff3dafe747f7bf9dd8c3aa0b5a2608d23a4177413b51a91ca9"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/egress-proxy/Dockerfile","245","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","1cea4f95d359d36c9a017c0a9808ee0df1a0c773ed1d688993f675ff5f72032a"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/egress-proxy/nginx.conf","4292","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","6964e5955fb482af2f2395446b8d5e1d818fa22b8d6b1b68b4ec1fadfdda6062"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/gateway/Dockerfile","370","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","4a0c9d1c99c27bda5877410f1c7943f0fb409c309b5a33e1ffbc47336193910e"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/gateway/k8s.py","23483","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","1d1d7ad7195f940aa6e51b40c7bd97ff98dd92ae8c41a3b7d41f5ff092466e0f"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/gateway/main.py","14161","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","2b6cd4ff51267c0a38b2c06c01e0e8b8cd12302b0c2b0dd0d39b16c869bfafb0"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/gateway/proxy.py","3131","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","9173950209e88d65aa4e202f85e028fdb957f1f335ca1e910b5d5c4c0c83a0c6"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/gateway/requirements.txt","103","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","017562e697eb15dbd647dbf52dd80411ba4a3440e0987fccc5266c2d4f6bbc82"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/generate-certs.sh","2792","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","26101b434d32bb229cf4ce019192f1c254acc8d8ca6c569a8904234045a0e62d"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/kind-quickstart.sh","8757","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","577afe4e5962f9614d0c4ea08485e325e8360719e942461dc634014c2bad8534"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/manifests/egress-proxy.yaml","2127","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","5c3e494ec6f4512c734d6c608ba100b40ce9d79f15b511bb888f33633b5e800c"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/manifests/gateway.yaml","4660","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","401504e794babb776b99659fe1a5c6d63aef299908ef6121253d1fb71feb7e42"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/manifests/namespace.yaml","259","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","5550aa90956307e48253c5061d14c5237e1deb6f47cf41a85cba3349a9a503ea"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/manifests/network-policy.yaml","2734","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","dfacf0591e82fd7adee28695ab716bd96fbddf5291437c129d36dcad65229e1e"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/manifests/redis.yaml","2472","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","6d2db3ebdebfc6906e006ff5e0cd04a7e2012797d28d6992e9b9c8e3ae6a9654"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/README.md","13717","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","08b3a65b04bd3af749f458c275ebe5aee7d7973ea3cbca943842aadb0b3ea26f"
"claude-cookbooks-main/claude_agent_sdk/hosting/kubernetes/teardown.sh","101","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","17dadd0cc6cc3082ad5358becbdf4e5e71c8964e7bd46ae3ad97a829df1f48d5"
"claude-cookbooks-main/claude_agent_sdk/hosting/modal/modal_app.py","3174","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","155d98d1bb43a9cda7f38c88a791116cb1b06b68473ef4420c6635ada39546a7"
"claude-cookbooks-main/claude_agent_sdk/hosting/modal/README.md","2002","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","b46154b2bc1a273217a5d889509bd2aac3d57bf459d2e2222a6f4ac6af5d546f"
"claude-cookbooks-main/claude_agent_sdk/hosting/modal/teardown.py","811","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","9fe026f39dc91fb6d76686377a82b4c72a3bbda3fb52e2dc4102cd8c93a480ed"
"claude-cookbooks-main/claude_agent_sdk/hosting/README.md","3336","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","e984db3833f879aaecd089188277869c589e2fcd6cdd6f0c36acb4ff10d437ac"
"claude-cookbooks-main/claude_agent_sdk/hosting/requirements.txt","552","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","59d510b8c13a1fa7eaa4f241596f444b4b258c569ff8171bc1761191773ac079"
"claude-cookbooks-main/claude_agent_sdk/hosting/run_once.py","1223","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","f697f13b0001579bdc00bb54f67e764568dff7318bb8b9c6e07ec04eeb62662b"
"claude-cookbooks-main/claude_agent_sdk/hosting/server.py","8437","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","1b6fe7b8ee97ebf4f6b32cae174788b595240b1da4a05f05dfa1454d28e3cf5d"
"claude-cookbooks-main/claude_agent_sdk/observability_agent/agent.py","4877","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","520bdd22a5a822c2561d683c468b84cabd229eb4ee2228e7d682e4bfbde274dc"
"claude-cookbooks-main/claude_agent_sdk/observability_agent/architecture_diagram.md","821","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","41fd97116a107803bb9b6b44af960b7234deecf0d15e8808a592e7bc7d714a5b"
"claude-cookbooks-main/claude_agent_sdk/observability_agent/docker/docker-compose.yml","492","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","ccf212ca9701accca3760dd1041f5d61bf5c1fae88833df8646453f4786da80c"
"claude-cookbooks-main/claude_agent_sdk/observability_agent/docker/Dockerfile","1115","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","a02ef6f51cdda3eededba16e6715a45b40bd0e988dce9000f7f69918b0ee5bc5"
"claude-cookbooks-main/claude_agent_sdk/pyproject.toml","487","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","3f361e86bf713127c365d0acb1fec983d2ad2128fd93079a9e9587a081d139b7"
"claude-cookbooks-main/claude_agent_sdk/README.md","8802","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","729168200fc2d2a2d7bb0064796bbc848cc821e7edaf7538320343c7e4b29d58"
"claude-cookbooks-main/claude_agent_sdk/research_agent/agent.py","4577","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","1e60505c4a2bf2b3aba78b3fcd75c9db437d0db89c01333ba573598fec550b3d"
"claude-cookbooks-main/claude_agent_sdk/research_agent/architecture_diagram.md","615","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","fdfac74505fa68bafb87b6636f5bbf40c86b7aeb368b216148d4ee4efb34cfa7"
"claude-cookbooks-main/claude_agent_sdk/research_agent/projects_claude.png","760204","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","1f790fb6eb6e84daf6134c156ac2df9f771c06323cd175dfc7031b876ce885ae"
"claude-cookbooks-main/claude_agent_sdk/session_browser_demo/.gitkeep","33","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","88d54fb57229331e4ab3cb0c301b1d61be86bd4acd6366d4eba8d89d679eb3dd"
"claude-cookbooks-main/claude_agent_sdk/site_reliability_agent/examples/architecture_diagram.png","388255","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","8bebce75965d5ef9bf14e884f9ee526410b22ab888281867ed082d37a18c4615"
"claude-cookbooks-main/claude_agent_sdk/site_reliability_agent/examples/sre_bot_slack.py","25695","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","5314866c0bae468b9f72229f111e6aa2c62dd36400a7b7a02ce1413b304d4e64"
"claude-cookbooks-main/claude_agent_sdk/site_reliability_agent/infra_setup.py","34256","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","ca3ca1d9dd938ac34cb0750ab5a269f11c6d82618192d0ac9bb00f6492d92df1"
"claude-cookbooks-main/claude_agent_sdk/site_reliability_agent/sre_mcp_server.py","97443","nao_utilizado","Material terceiro sem import, rota ou participacao no build da aplicacao.","be9ac590181852d11d805604fdb3b691551bc880b6a7de1b6e646df25ae413b5"
