"caminho","bytes","classificacao","justificativa","sha256","duplicado_de"
"src/server/asaas.service.test.ts","4808","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","db522920dad1dc2530855cc42a248fe27183ef29117299f5ceb906e41910083b",""
"src/server/asaas.service.ts","25242","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","4f023c84f92f4a46829187ed47486e19ff4fc99be050a33d002b5c669d89572b",""
"src/server/delivery.service.test.ts","7133","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","5c6437f048f36350ed84752361cb3f8b4e4c7afed08f55cf0a61c20ace5be82d",""
"src/server/delivery.service.ts","14676","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","4d3ea851115dba0c0edf826679c3145d37277d53f245a1b05792f18b50422693",""
"src/server/financial.calc.test.ts","2779","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","45e45ed1d4e3930a00e4b9cdeddfc700024f59bd1b172dfce38d5057ddd217aa",""
"src/server/financial.calc.ts","3784","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","6910d7cc1c1473da90b5fd4096a51f286bb9d5086fa831becb4f849a96e27ca5",""
"src/server/financial.ledger.ts","10485","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c5211a396b59f93004ad63c23dafc425779acfc3fcd1b4c3bf0cccfc425e2445",""
"src/server/order-security-migration.test.ts","2009","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","4e6def0745e4f1188a0e27b4a306524f2e095061105277c1ec2d4de30e1f24a2",""
"src/server/order-status.service.ts","6377","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","63de6d58709471b6177a68dc0700d0140d88c3f57bcb401cf3610247a95b0b5d",""
"src/server/order.functions.test.ts","8360","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","e50aa67202fae1cc2e0264a9279af1bd123cc4c3949bfb3a08871a489f7c59d7",""
"src/server/order.functions.ts","24799","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","b4a5fded501f706cdf89dca60170de90204e8d26d5b74f7203cd335162c51a5a",""
"src/server/order.lifecycle.test.ts","13836","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","e30da6b6ae593e32ea67ba9373af58ac1dd4e11f1c323ca2b048a502f369b987",""
"src/server/order.lifecycle.ts","21065","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","04e9e639b721830278137fcb31991ea62ca92c621902a8ea773bfaec6808393e",""
"src/server/payment-gateways.ts","4642","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","f50021dae710c38cf9b474ade73ce2c9e692832a551f43e9064e34c9d252e1de",""
"src/server/payment.escrow.ts","2365","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","9fc395ec78dbf405e17b9b48cdfd5a913ffefc47b38fce400e0b32de8d57b025",""
"src/server/pix.ts","3277","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","55bfd6d2c6de93b826da725ef3953ba3b05607f7e4f2db8145d38da20549a361",""
"src/server/refund.service.ts","10002","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","00139dd220d7c2ead859c562c27b2949df15ffa62a80b87fa9c8afff9747debc",""
"src/server/subscription.service.test.ts","14404","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","1c9efab9f57e3a01333b483f0f88db6a23cfcd77f06ddf50e55d2e5a578372d3",""
"src/server/subscription.service.ts","27447","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","f12cba30c339e916f2b0b88b86dec7e4af9badc163511419396e26f9fb6a4eb1",""
"src/server/transfer.service.ts","13351","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","829d1958af630ba12acc835aabfa9aeedd4bbbe1a6faa1a355711d86ade47810",""
"src/server/vanilla-server.ts","21908","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","2c60258fb4f6be30dc84e923d12fc72a7e84ac63367377f00c9d4dcdfbf64277",""
"src/services/distance.ts","1682","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","5520147bafa6ea429059e9da439b70f3bde335d67b93fbecab0ee24595c5a6be",""
"src/services/googleMaps.ts","5577","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","b94b17097c50f50468738dc2022a39565a7034c1d4d979f2235f112d61a0611f",""
"src/services/viacep.test.ts","2655","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","f1b7f1506e37b2867825a512336f515d44047c3f04b149c5c091b7843834a0fc",""
"src/services/viacep.ts","15284","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","7ecae05822ab21704c2078463bf227b594385e7ff4bc0553bfa709c14f32c697",""
"src/tests/evolution.service.test.ts","2568","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","e68a87d1a8df8516fd3503cdea457abbeeb07582be1b69103f060fd0a888258d",""
"src/tests/validators.test.ts","3260","possivelmente_em_uso","Sem prova suficiente para remocao automatica; preservado.","af6f328ba377bf9236a53ab376f803d25325c53369df64d8c709dae0d7576431",""
"src/types/index.ts","3822","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","6f9642282a740097e2e4cd1e16e9fb301510d5de403fdd02c7f5af9b8ca13cc2",""
"src/vanilla/core/api.js","7553","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","57ca6a0dec349cd5564df1153d38bf12af00103eb730bf2fb2a801358bbb1caf",""
"src/vanilla/core/auth.js","6817","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","194d8dfe3a9cb8033a9e83e50002a25bfeeff8be4e994c3c41f83944dc5ddca2",""
"src/vanilla/core/layout.js","5961","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","25f05a58c4aff350e335192f68bb8eda0f367052b631f07d496480256b63b424",""
"src/vanilla/core/router.js","4753","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","b883669b3d51598f294162d67765d03dc9e43d6af50d1267f0b1651fc5db6869",""
"src/vanilla/core/ui.js","6507","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","9ec1044ce8d58270e2e6860b1135e81f241ab836c4b54860edd07a2b76d1ccc0",""
"src/vanilla/main.js","1952","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","5e02cea6b0178d726b2b822143e19d63684ee08a11d33a105e57787f6d9200bf",""
"src/vanilla/pages/admin/admin.test.js","5206","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c9282ea336e9caf58c09538ce229710074354426c39cef8b8b03a400eacfe2b1",""
"src/vanilla/pages/admin/core.js","10356","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","0a6f779b328ff1a3fe61da95263a500e38b5ea1783475da1adb403ad9326c594",""
"src/vanilla/pages/admin/dashboard.js","4121","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c4544e3cb26eadcaeb8d3cf1210913cf950ed1cd9d74bf64a736e6f0f98b77d5",""
"src/vanilla/pages/admin/finance.js","14152","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","95bd939e3707698b5762c58cba33b6c724bc74b011f334bf08460a9b308ddd6b",""
"src/vanilla/pages/admin/index.js","1286","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","fd7540207dad88ddc3ed6798905ebfe178f9c0a30757b302e89f6143c141603e",""
"src/vanilla/pages/admin/orders.js","11406","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","7543bcf2ec0099304d5ba7af9cfbd02aa4dcde54474da3cd3a9b5fea5d36182a",""
"src/vanilla/pages/admin/plans.js","10153","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","ea542e1dffedae501faf95ae1b76cbcf26e532a7aca22fc8de807406bfe0dd4d",""
"src/vanilla/pages/admin/platform.js","8478","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","0bb1077d99ecaf559739b98a3564b82c4a972b1dea273291202a976407694d30",""
"src/vanilla/pages/admin/registrations.js","9395","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","8efe07d0f7269ac27455415bbc220217b90d6b79aaaf846803d4535f33d39aa1",""
"src/vanilla/pages/admin/stores.js","12855","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","85519c32116438a63fcb1e07596e8a6fa973b2a124054deb2e35be6d2b036d9b",""
"src/vanilla/pages/admin/styles.css","8049","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","6995ae5dbab44f5716bcd393bb6fec2ec596a3f297db1a1436bf93b21360cf1a",""
"src/vanilla/pages/auth/auth.test.js","2549","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","b29c8a5ffa7ee94b874c5c68eb5b8cc6907371e52d6b9319a57dede9fdbe1449",""
"src/vanilla/pages/auth/core.js","7689","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","e7c29f318bb3396b8fc7557ed94c0f3907b008af3acf363c9c92afe3810c6ccb",""
"src/vanilla/pages/auth/index.js","1489","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","0cc75c9332219d73dc08fcee78fab25c7261f1403b24c9a97ebd6ddc9d4785d7",""
"src/vanilla/pages/auth/login.js","4511","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","ca229f0120f9f86d7005fddc73becc167d1335d360dca69b863eca2f42492b0a",""
"src/vanilla/pages/auth/onboarding.js","7161","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","8463eb22dadbb14b695cac10e06060320f1fa40fcd69ef77c7169e516e6ddde8",""
"src/vanilla/pages/auth/password.js","4710","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","e825595ff56659d0a9c9078ae3399e049315ea68a56db29cfc120d98d653c2cf",""
"src/vanilla/pages/auth/signup.js","5539","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","3f5d62b67994aec39598abe9cb3c66cf7ba49406d0ac5c7be9ff17c7ede408be",""
"src/vanilla/pages/auth/styles.css","5910","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","1fb16e3e6b3c2e89f62440c8ac27176c4769d51577184287df14ff6336de7d05",""
"src/vanilla/pages/auth/validation.js","4042","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","fcbba7c24bc327a62ba737d8f14e3c568437212e2ce479f5a568db66b33fbe86",""
"src/vanilla/pages/auth/visual-harness.html","521","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c9d0dbca9537f9abc6d6540aed6215618b017a7717c540b02b4337d56b092847",""
"src/vanilla/pages/auth/visual-harness.js","8729","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","03f0ae7ac197a9ed003d29ef9a9a9c0a1b643d4aa3dfd39f3f0a669965c499ca",""
"src/vanilla/pages/merchant/access.js","1775","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","d38f782b6d47ce5f870f9eccc51edb95bef5d464453bb7d4946524d16fbc740b",""
"src/vanilla/pages/merchant/categories.js","1190","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","f1c489721e8774d0ba9a2e4236075fe35892cb10f45661021ab727292ee2d9b8",""
"src/vanilla/pages/merchant/collection-page.js","7680","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","77195d5bfbf77188134c5529ff84ca6318c6f9c1f85543c7ea5ab671fe3c08c1",""
"src/vanilla/pages/merchant/CONTRACT.md","5087","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c1f4b50bebb49892017971ba6ea4cbc32cdb0f63681127e2be7abaa5f4274a6b",""
"src/vanilla/pages/merchant/core.js","10090","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","70d187068c057eb6ed4aa82265006c7d6a61a195c1bee837338f60bf3a3459a2",""
"src/vanilla/pages/merchant/coupons.js","2441","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","bc9648ba07e733aebf6c1055cc998ca5bf5f1dba4397ec54e39d6ec3eaf8e1aa",""
"src/vanilla/pages/merchant/customers.js","6418","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","641a13f63266151f57af1ba107ebb95e3cb46881909899b2c0c35ec654a20307",""
"src/vanilla/pages/merchant/dashboard.js","5555","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","31141c7a4a6b61e0a2aab1fa94b37fdc4ef67c7e4b60d550ff102315a53e3c99",""
"src/vanilla/pages/merchant/deliveries.js","30462","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","d9b8b7441c759163f5de39f48815d485adbb80d172bb269692c9bc268539897f",""
"src/vanilla/pages/merchant/index.js","1732","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","49211eb3cafff5df025009225866573778f8e325f61cb33f666c987abb7386bb",""
"src/vanilla/pages/merchant/merchant.css","28096","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","1aca5bab6bc47292022d1d4da1049b7d5a1386fad3c2893c5b57cb8a5e9aaf46",""
"src/vanilla/pages/merchant/merchant.test.js","9862","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","55f15bc66791e97c90ba49f83fb222075b143fe1d9c669c8d741f786de1bbfe2",""
"src/vanilla/pages/merchant/orders-model.js","10967","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","b399a77f99b2f104e103f52dd27d99375f7d5b27ae7b5054203c0283f005aaca",""
"src/vanilla/pages/merchant/orders-print.css","1126","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","094eca17e9ee0e997a415cf74d2f0c3d84415f0ce08f5837d6633d140fbd2df8",""
"src/vanilla/pages/merchant/orders-print.js","5783","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","b36777d2ca76e589a27f087d13e9e02e226fe2228fa9f124a3da61183bc0a1cb",""
"src/vanilla/pages/merchant/orders.js","42446","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","a4679df7a10afa0b407456e112633b2e80062ddff0ccefd958b9df82a9a8fe1b",""
"src/vanilla/pages/merchant/orders.test.js","6569","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c4c1b60e6a7e8ab2e26fc6fcccc7c980cae7c73cbb57ce40f32ce4a37ff5079c",""
"src/vanilla/pages/merchant/product-assets.js","3140","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","e356000c44fff02d36ec23cb274f4dfb095d42b5264babd53a891f5133af6a74",""
"src/vanilla/pages/merchant/product-options.js","15833","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","29848b3a3ea1460307a816c1dfcf7e342cb9d1ab85847e29f34c37494bcc762b",""
"src/vanilla/pages/merchant/products-visual-harness.html","496","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","73dfc2eb09ae4abf6515041dfec63dcebcc466c750f3386be41dc5b28e2c569d",""
"src/vanilla/pages/merchant/products-visual-harness.js","4512","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","e387b5f09f33b9debea69e25e439b00275f68fc7f0f6ba4a471be154a7b7ba19",""
"src/vanilla/pages/merchant/products.js","16755","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","93544440acb250ad15d46a2f73b9de5f763a2aad92f5959be28c8a4db54ed506",""
"src/vanilla/pages/merchant/products.test.js","6372","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","b9b36e80c8f8bf445cee9c79d91b6b05a0fb76ff8a9b412b1e126b1fec45aa09",""
"src/vanilla/pages/merchant/reports-model.js","1733","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","6118376540da45d54d51cde98116d983a36ad6759610ce78492dea0bf6ad7b54",""
"src/vanilla/pages/merchant/reports.js","4933","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","bcdadb313d9ae9203d61c638136b207a7f1cc6daa759923070a9129223743a6c",""
"src/vanilla/pages/merchant/settings-deliveries-visual-harness.html","525","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","3dd2b2143187075a0d5765446803332bf979180d97ee4c5412e42ae426bf532b",""
"src/vanilla/pages/merchant/settings-deliveries-visual-harness.js","6624","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","e4e746c01c5b27aa30d42ed2827e25cd230b83bca4b6f8698fc82c3da57ef612",""
"src/vanilla/pages/merchant/settings-deliveries.test.js","7264","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","b9f9a523f84cd6545a59db82b1250b475cf30b06e474fb5f453338617a6afc6f",""
"src/vanilla/pages/merchant/settings.js","28586","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c1d9c943bb103a7a862769b5bf2f26c5c7e40fee9a8100614ac36c3394125786",""
"src/vanilla/pages/merchant/styles.js","308","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","3d6c5d7f28b9c7f50dd71755cc4d2806aa03709443cbae3d90e73fb25c8502d5",""
"src/vanilla/pages/merchant/subscription-visual-harness.html","502","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","362874d7e67889075469284c3a244bc2b567036d074965c4e49cc3bea09f49e1",""
"src/vanilla/pages/merchant/subscription-visual-harness.js","2871","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","0606e97233ed6eb79d824f8aee54abb2a5c5b270416ba6e35cb83e633134ecec",""
"src/vanilla/pages/merchant/subscription.js","24181","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","59eb0689659407560f7cdbd09716a84449f6821083e4c5745a6ea7a1da583e54",""
"src/vanilla/pages/merchant/team.js","3115","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","e28cb507a8f5b831cf379b13bf2e94062736d80cfb2057717ff521e73bf9ac3e",""
"src/vanilla/pages/public/cart.js","4927","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","83dac252432d766734b2dacb6c12f1b95e0044dbf7cb4f7b84239493f6c5f435",""
"src/vanilla/pages/public/cart.test.js","1811","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","c278947689f050841e528cf8eea8adfc641814a8dbf79a018070c85aad9fbfca",""
"src/vanilla/pages/public/checkout.js","36558","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","70d396119975b850a03fb8edecc188cd605490c69d03d710059526f8faa57116",""
"src/vanilla/pages/public/contracts.js","2333","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","e11d7a4472e63c857ed0a5140595a626f1c967288fa1d7f9ddfebb06366fe1b5",""
"src/vanilla/pages/public/home.js","16118","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","a470475b13b5c020bcaf15239475ebe4b4e0b1eb6989f1884086ec15ca343dfd",""
"src/vanilla/pages/public/index.js","2118","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","8673b02edffc0cb678cda0e51cc492475621646c78d0f32adb4344f3abbaf39d",""
"src/vanilla/pages/public/payment.js","6962","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","1d490cb5864b081ce6817bd706e9d63bdd0c1a933008943b229e85828cdd9b5a",""
"src/vanilla/pages/public/public-pages.test.js","2246","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","98ce5141003d7558cedaa4d1e160940e762f758394215cc2138fb90ed95e1b02",""
"src/vanilla/pages/public/public.css","23855","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","b58fbba1ef2f05761a08632f4d18f85fa2bb24b8db1aa8fb73d374976c0e899c",""
"src/vanilla/pages/public/shared.js","14952","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","3971beb0f13680f5b65685cc528a1ec349327e6d30fab8fe003d3fe1b9a90e28",""
"src/vanilla/pages/public/store.js","26042","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","fc9545da17a69c0c2c8030c4d230d8581c139dedbf8a03023f0da30622150f51",""
"src/vanilla/pages/public/styles.js","205","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","d626d7fce67ae3af64bba5c9266a9b709813eccefd51746d422b331ee8530506",""
"src/vanilla/pages/public/tracking.js","18432","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","9c4aaae69b330dfc12eebb9ec2aa3845cb1b63f2ae631c8ac8ffaa7f903e53cf",""
"src/vanilla/pages/shared.js","3670","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","3f15b5b0eb914c84c888c475f98b114fc7a9b336eb3560ca0b31f23c1a0f9c9a",""
"src/vanilla/styles.css","13609","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","0261bc864ddca3ed78aa1a451f25913ecb38438da093efcffb3efcce580bd686",""
"tests/e2e/merchant-settings-deliveries.visual.mjs","3115","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","3fb94f14c71d1718854d13916975b9cf829bd75340f130bc82b103d02e64a6d3",""
"tests/e2e/smoke.spec.ts","6351","em_uso","Importado pelo runtime/testes ou recurso estatico da aplicacao.","510e47364b5fe1ce8228d538d0da1ed3c4924406d712fe03ea1decf14ef6e407",""
"tsconfig.json","727","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","a832aa6eee05e30808f1c1d133bbf90cd31dd966d95f69e34dc220831446a1be",""
"vite.vanilla.config.mjs","697","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","72768ba5440b0375faf4d524f504eba3c553bd68cba31978e1e4c37855955c61",""
"vitest.config.ts","481","critico","Necessario ao runtime nativo, persistencia, seguranca, build ou operacao.","cd11677974a73f22ac952380352fd0d5108eeadefc0538483597417678034e7c",""
